Kara Gözünün Hasretinden,Renklensin,Lan,İmdadım,Cehennemin Dibi,Gülü Sevdim Dikeni Battı,Söyleme,Yoksun,Bir İmkansız Var,Daha Nasıl Sevebilirim,Bir Gün Ol Yerimde,Yansıma,Yüreğim Ağlar,Kapalı Kapılar,Bir Şehri Sevmek,İntihar Saatler,Acı Veriyor,Kafandan Bunu Çıkar,Sen Bir Aysın,Uzağım,Yakışıklı,Helal,Yangın,AĞLATIR,İmkansız Bir Aşk Denir,Kehribar,Sensin O,Ayrı Gitme,Ayyaş,Ateşe Düştüm,Gülüşüne Yanıyorum,Olmuşum Leyla,Saygı Duruşu,Anıları Yak,Numaracı,Başıma Belasın,Aşktan Giderken,Görmem Böylesini,Gitme,Bitter,Unutamıyorum,Sor,Manolya,Seviyo muyuz?,Tanrım Reva Mı,Nefes,Yaz Gülü,Harcandıkça,Geri Dönemedim,Sahi
Aşka Yürek Gerek,Kırk Yılda Bir Gibisin,Yalan,Aşkın Ateşi,İki Deli,Hoşuna Mı Gidiyor?,Katmer Katmer,Dudak,Bir Güzellik Yap,Zorun Ne Sevgilim,Pırlanta,Mor,Kız Kıza,Bebek,Dan Dan,Bi Dakika,Miş Miş,İlahi Adalet,Janti,Deli Bile,Bir Hayli,Superman,Sıfır Tolerans,Günah Sevap,Aşk Kaç Beden Giyer,İltimas,Olacak Olacak,Geri Dönüş Olsa,Budala,Gölge,Adını Bilen Yazsın,Çanta,Seyre Dursun Aşk,Unuttun mu Beni?,Aman,Toz Pembe,Benim Gibi Olmayacak,Kadere Bak,Yurtta Aşk Cihanda Aşk,La Fontaine,Mucize,Bu Nasıl Aşk,Saat 03.00 - versyon 1,Rota,Tecrübe,Vur,Kader,Ders Olsun,Kulah,Merhaba Merhaba,Feveran,Hayat Öpücüğü,Sabıkalı,Sopa,Ben Olsaydım,Sabıka,Burjuva,Kalbimdeki İmza,Aşkın Açamadığı Kapı,Seviyorsun,Ateş Et Ve Unut,Olmaz Oğlan,Kalpsizsin,Biliyormusun,Herşeyi Yak,Donmem,Melek,Cevapsız Çınlama,Zorun Ne Benle Aşk,Dağınık Yatak,Yıldızlarda Kayar,Şerefime Namusuma,Kahraman,Usta - Çırak,Lüzumsuz Savaş,Olmuyor,Soyadımsın,Teşekkürler,Oflaya Oflaya - Ceceli Versiyon,Herşey Güzel Olacak,Gün Ağardı,Buralardan Giderim,Acısa da Öldürmez,Üzüleceksin,Yalan Dünya,Yana Döne,Ne Farkeder,Sen Kaybı,Ayrılıklar Mevsimi,Neyleyim İstanbulu,Dön Bana,Bugün Adım Leyla,Özledim,Yankı,Sevişmeden Uyumayalım,Kiyamadim Ikimize,Bu Kafayla,Birkaç Beden Önce,Aşk Lazım,Altın Çağ
Hani Bana,Emrine Amade,Hasta,Bakıcaz,Acele Etme,Bodrum,Seviyorsun,Bir Bela,Sebastian,Benden Bir Tane Daha Yok,Benden Sonra,Mor,Beni Sev,Naber?,Havaalanı,Sopa,Haberi Var Mı,Ya Ya Ya Ya,Alt Dudak,Aşkın Ateşi,Kırmızı,Sopa - Clup Remix,Kim Bilebilir Aşkı,Kelepçe,Senden Çok Var,Şıkır Şıkır,Adımı Kalbine Yaz,Geri Dönüş Olsa,Bi Dakika,Kırk Yılda Bir Gibisin,Şans Meleğim,Be Adam,Nazar,Afedersin,Pırlanta,Giderli Şarkılar,Olacak Olacak,Meyhaneci,Yaparım Bilirsin,Doktor,Baş Harfi Ben,Kandırdım,Tencere Kapak,Aşka İnanma,Sala Neler Edecegim - Bonus Track,Aynen Öyle - Suat Ateşdağlı Remix,Yaz Yaz Yaz,Haykıracak Nefesim Kalmasa Bile,Yeniden Başlasın,Cool Kadın,Uykusuz Her Gece,Bana Aşk Ver,Sadece Arkadaşız,Yabani,Asrın Hatası,Seni Sever Miydim?,Deli Divanenim,Duman,Ben Adam Olmam,Saki,Hoşuna Mı Gidiyor?,Kafa,Kim Bu Gözlerindeki Yabancı,Mikrop,Kalpsizsin,Süpriz,Sesinde Aşk Var,Mesajımı Almıştır O,Kül,Arada Sırada,Sor,Bir Fırt Çek,Gölge,Acısa da Öldürmez,Yeniden,Gir Kanıma,Seni Yerler,Vicdanın Affetsin,Irgalamaz Beni,Kardan Adam,Dillere Düşeceğiz Seninle,Sarışınım,Dudu,Aşka Yürek Gerek,Tükendim Ben
Yankı,Kardan Adam,Sevmek Yüzünden,Derine,Aşk Gitti Bizden,Adımı Kalbine Yaz - Ozinga Club Mix,İki Medeni İnsan : Murat Ve Soner,Kutsal Toprak,Naber?,İnceden İnceden,Takvim,İltimas,Benim Ol,Seyre Dursun Aşk,Bir Fırt Çek,Bir Hayli,Feveran,Yalnızlar Treni,Yadigar,Bu Gece,Gidesim Gelmiyor,Bize Gidelim,Çalkala,Buludlar,Yanarım,Taş,Ah Bir Joker,Sevdanın Son Vuruşu,Haberi Var Mı,Acele Etme,Uzunlar - V1,Cennet,Gelinim,Benimle Oynama,Söz,Düşün ki,Raf,Aynı Yerde,şebnem paker - dinle,Aşkın Ateşi,Senin Yüzünden,Sen Başkasın,Ben Yanmışım,Çifte Kavrulmuş,Yap Bi Güzellik,Kaprislisin Sevgilim,Ruhuma Asla,Sen Yokken,Güm Güm (feat. Onurr),Aşk Mümkün Müdür Hala?,Tutamıyorum Zamanı,Dudu,Rüya,Kumralım,Ağlar mıyım? Ağlamam,Bela,Hay Hay,Köle,Böyle Akşamlar,Carpe Diem,Tuttu Fırlattı,Daha İyi,Tesir Altında,Namus,La Fontaine,Yakar Geçerim,Başka Bir Şey,Hadi Bakalım,Kapış Kapış,Dağılmak İstiyorum,Aşk Mı Lazım,İşim Olmaz,Başgan,Kaçın Kurası,Ben Bazen,Topsuz Tüfeksiz,Alışamıyorum,Padişahım,Gözünaydın,Hayir Olamaz,Bal Böceği,Elmanın Yarısı - Hadi İnşallah Film Müziği,Olacak Olacak,Uslanmıyor Bu,Ahu,Janti,Vitrin,Harika,Nasıl Uyuyorsun,Arap Saçı,Erkekler De Yanar,Ya Bu İşler Ne,Kuzum,Koltuk,Başka Birşey
Karam,Tavla,Sen Başkasın,Çantada Keklik,Sadece Arkadaşız,Sen,Kumralım,Adımı Kalbine Yaz,Budala,Poşet,Bambaşka Biri,Dedikodu,Dilli Düdük,Senden Çok Var,Aya Benzer,onca düşe daldım.,Deli Oglan - Radio Edit,Komple,Tanrım Ayırmasın,Aman,Ben Güzelden Anlarım,Güzel Kızım Diğer Yarım - Live,Su Gibisin,Haberin Olsun,Lafügüzaf,Harika,Dansöz,Ayıp Ettin,Padişah,Karamela,Ben,Karabiberim,Aşka Yürek Gerek,Kaçıyorum,Acıyı Çeken Anlar,İki Medeni İnsan : Murat Ve Soner,Eline Düştüm,Seveni Arıyorum,Öptüğün Şehir,Çakkıdı,Kardan Adam,Kumdan Kaleler,Bebek,Şeytan,Yasemen Mevsimi,Şans Meleğim,Beyaz Ve Sen,ARSIZ,Sallana Sallana,Katmer Katmer,Yar Yine,Olmaz Oğlan,Mız Mız,Gözlerin Çok Hoştu,Salla,Çakmak Çakmak,Vazgeçmedim,Aldatıldık,Sana Değmez,Şarap Gibi Kadın - Demo,Alain Delon,Şıkır Şıkır,Kapattım Gözlerimi,Mikrop,Hovarda,İstemezdim Böyle Olsun,Yakar Geçerim,bi daha arama,Kalpsizsin,Her gece,İstiklal,Yurtta Aşk Cihanda Aşk,KURŞUN ADRES SORAR MI?,Ben Tabii Ki,Saat 03.00 - versyon 1,Kandıramazsın Beni (Selam Yalnızlık),Bas Gaza,Bütün Kızlar Toplandık,Açık Adres - 2. Versiyon,Öp,Ne Kavgam Bitti Ne Sevdam,Ölürüm Sana,Gamzelim,Arnavut Kaldirimi,Sevdik Sevdalandık,Hepsi Senin Mi?,Seni Yerler,Asuman Pansuman,Kasaba,Yankı,Kırk Yılda Bir Gibisin,Yalanlar Cumhuriyeti,Bir Yanlış Kaç Doğru?,Sana Ne Kime Ne,Çifte Kavrulmuş,Her şey Sensin,Seviyorum Sevmiyorum,...dan sonra,Ki Sen,Cumhuriyet
Çanta,Dansöz,Bodrum,Aşka Yürek Gerek,Şıkır Şıkır,Dudak,Kasaba,Giderli Şarkılar,İndir,Vermem Seni Ellere - Yol Arkadaşım Orijinal Film Müziği,Yalan Dünya,Salla,Çakkıdı,Leyla,Bir Hayli,Bodrum Akşamları,Çalkala,Deli Oglan - Radio Edit,Bittim,Senden Çok Var,Bir Güzellik Yap,Aşkın Ateşi,Mucize,Sözde Ayrılık,Pazara Kadar,Son Perde,...dan sonra,Kafa,Kandıramazsın Beni (Selam Yalnızlık),Hayir Olamaz,Gitme,Öptüm Nefesinden,Söz Olur,Süpriz,Kahrettim,Haydi Gel Benimle Ol,Buz,İlle De Aşk,Mühür,Sultanım,Alışkın Değiliz,Takvim,Bedel,Seni Dert Etmeler,Giderdi Hoşuma,Özledim,Janti,Geri Dönüş Olsa,Atma,Tabi Tabi,Şarttır,Çok Çok,Adını Bilen Yazsın,Yalan,Zorun Ne Sevgilim,Yazsın Bana,Türkan,Benim Ol,Tecrübe,"Evli, Mutlu, Çocuklu",Olacak Olacak,Kalbimdeki İmza,Ders Olsun,Afedersin,Mor,Pırlanta,İki Deli,Gölge,Havaalanı,Acele Etme,Bela,Romeo,Alt Dudak,Evleniyormuşsun Bugün,Aşinayız,Elveda,Sadece Arkadaşız,Seni Kırmışlar,Yarı Çıplak,Dünyadan Uzak,Hasbelkader,Kanatlarım Var Ruhumda,Denize Bıraksam,Uzaktan,Kurşuni Renkler,Kırık Kalpler Durağında,Sen Orda Yoksun,Düştüysek Kalkarız,İçimden Gelmiyor,Yalnız Kuş,Sığamıyorum,Kuzum,Kalbim (Slow Versiyon),Bırak Sende Kaybolayım,Hayat Gibi,Isyankar - NAD,Araba,Harika,Hakim Bey,Yetmez
Suçlarımdan Biri,Kafa Tatili,ISABELLE,İmdat,Sabah Güneşi,Leylim Yar,İllegale,Yangın Var,Aşk Sadece Anlayana,Salıncak,Tutsak,Hayaller Ertelendi,Aşk Ateşi,Bilmem Mi?,Çabuk Unutma,Cennet,Rastgele,Şeytan,Kasaba,Yurtta Aşk Cihanda Aşk,Bozuk,Adımı Kalbine Yaz - Ozinga Club Mix,yarım kalır,Dünya Denizi,Nankör,Felaket,Altın Çağ,Kalbim Tatilde - Mustafa Ceceli Versiyon,Melek,Galaksi,Kadere Bak,Salla,Yaparım Bilirsin,Beni Bağlamaz,Kırmızı,ARASAN DA,Dansöz,Acele Etme,Ya Habibi,Padişah,Evlenmeliyiz,Dağılmak İstiyorum,Aşkistan,Bambaşka Biri,Hasbelkader,Yakar Geçerim,Bodrum,Bodrum Akşamları,Rengarenk,Seni Yerler,Çakmak Çakmak,Çanta,Şans Meleğim,İstiklal,Şımarık,Kapan,Mesafe,Sadece Arkadaşız,Olmadı,İki Medeni İnsan : Murat Ve Soner,Gidenler Geri Gelenler,Kaderimin Ardında,Kardan Adam,Geri Bas,Boşuna,Karabiberim,Yalan,Şans,On Adım,Arıyorum,10 NUMARA,Kafamız Olmadan
Üzülmedin mi?,Ağlar mıyım? Ağlamam,Gel Be Gökyüzüm,Aşinayız,İki Deli,İltimas,Dansöz,Öp,Bangır Bangır,Deli Bile,Mor,İçimdeki Duman - Mahmut Orhan Remix,Yalnız Çiçek,Sen İstanbul'sun - Aytaç Kart Remix,Kutsal Toprak,Boza Boza,Cevapsız Çınlama,Narin Yarim - Remix,Narin Yarim,İnceden İnceden,Büyük Hatırın Var,Canavar,Yolla,Adını Bilen Yazsın,Boynun Borcu,Yaz,Gel De Uyu,Kalbim Tatilde - Mustafa Ceceli Versiyon,Güç Bende Artık - Emrah İş Remix,Kulüp,Benden Sonra,Bakıcaz,Manifesto,Sen Olsan Bari,Tekamül,Seyre Dursun Aşk,Yatcaz Kalkcaz Ordayım,Deli Bile - Berna Öztürk Remix,Helal Ettim,Mary Jane (Ilkay Şencan Remix),Bodrum Akşamları,Okyanus,Çalkala,Gıybet,Saz mı Caz mı?,Aleni Aleni,Devlerin Aşkı,Dan Dan,Uzun Lafın Kısası,Meyhaneci,Hoşuna Mı Gidiyor?,Kırk Yılda Bir Gibisin,Janti,Yakar Geçerim,Pırlanta,Miş Miş,Dantel,Koltuk,Bir Güzellik Yap,Naber?,Güm Güm (feat. Onurr),Olan Var Olmayan Var,Ya Ya Ya Ya,Atma,Bodrum,Bir Hayli,Çak Bir Selam - Gurcell Style Mix,Salla,Ya Ben Anlatamadum - Remix,80 80 160 Seksen Seksen Yüzaltmış,Sallana Sallana,Aşkistan,Tuttu Fırlattı,Kamera,Maazallah,Leyla,Duman,Vuracak,Topsuz Tüfeksiz - Digihead Remix,Yaş Hikayesi,Topsuz Tüfeksiz,Sıfır Tolerans,Güç Bende Artık,Ben Adam Olmam,Poşet,Sor,Karabiberim,Bombabomba.com,Şekerim,Kudur Baby,OHA,Kırmızı,Kalbim Tatilde - Mustafa Ceceli Versiyon,Deli Et Beni,Türkan,Aya Benzer,Aşka Yürek Gerek,Arada Sırada - Dance Remix,Mecbursun,Mecbursun
Bir Efsane,Benimle Oynama,Sevdik Sevdalandık,Bize Gidelim,Aldatıldık,Ateşini Yolla,Meyhaneci,Şımarık,Resimdeki Gözyaşları,Yaz Yaz Yaz,Kıl Oldum,Vurulmuşum Sana,Her Şey Güzel Olacak,Yaşamak Var Ya,Güle Güle,Dert Değil,Gir Kanıma,Yaz Deftere,Yawaşş Yawaşş,İşte Öyle Bir Şey,Sevdim Sevilmedim,Umrumda Değil,Kıvır,Özledim,Kinali Bebek,Hepsi Senin Mi?,Değerine Bilemedim,Deli Et Beni,Sevdan Olmasa,Bandıra Bandıra,Sabır,Kırmızı,Sen Yoluna Ben Yoluma,Yaparım Bilirsin,Sımsıkı Sıkı Sıkı,Ben Güzelden Anlarım,Cici Baba,Bi Daha,Yolcu,Adam,Bende Hüküm Sür,Çok Ayip,Acıtmıyor Sevdan,Onbir Ay,Gül Döktüm Yollarına,Ölürüm Sana,Kır Zincirleri,Kuzu Kuzu,Hüp,Kaç Yıl Geçti Aradan,Divane,Sarışın,Şinanay,Ne Kavgam Bitti Ne Sevdam,Rakkas,Onu Alma Beni Al,Bu Kız Beni Görmeli,Araba,Jest Oldu,Ben Tabii Ki,Ateşle Barut,Sakin Ol,Büyüde Gel,Her gece,Tavla,Ah Bir Joker,Abone,Sana Demedim Mi,Yalvaramam,Paşa Gönlüm,Deli Divane,Hadi Yarim,Ara Beni,Seni Bana Yazmışlar,Oyna,Aynı Nakarat,"Saz mı, Caz mı",Be Adam,Çalkala,Ellere Varda Bize Yokmu,Gel Güzelim Gel,Kaprislisin Sevgilim,Amerika,Of Deli Gönül,Holigan,İyisin,Havam Yerinde,Delice Bir Sevda,Yarim,Aya benzer,Maalesef,Alimallah,Sensiz Olmam,Değmez,Karabiberim,Nar Çiçeğim,Gamzelim,Haydi Gel Benimle Ol,Ah Canım Vah Canım,Vefasız
Yoksa Mani,Yalanın Batsın,Küs,Sen Yoluna... Ben Yoluma...,Kelepçe,Aşkın Ateşi,Kim Bilebilir Aşkı,Apayrı,Romeo,Sopa - Clup Remix,Bodrum,Havaalanı,Acı Veriyor,Armağan,Acele Etme,Kırmızı,Bir Bela,Hasta,Biri Var,Ya Ya Ya Ya,Alt Dudak,Naber?,Hani Bana,Sebastian,Kışkışşş,İki Deli,Haberi Var Mı,Vah Vah,Seviyorsun,Deli Bile,Emrine Amade,Mor,Bakıcaz Artık,Şükür,Benden Sonra,Vay,Beni Sev,Pencere,Bela,Benden Bir Tane Daha Yok,Manzara,Kafandan Bunu Çıkar,Kasaba,La Fontaine,Kiyamadim Ikimize,Catlat,Merhaba Merhaba,Kulah,Kader,Neyleyim İstanbulu,Yalan Dünya,Bir Hayli,Lüzumsuz Savaş,Bir Güzellik Yap,Leyla,Bu Nasıl Aşk,İki Yol,Yani,Derine,Daha İyisi Gelene Kadar,Ben Bilmem,Soktuğu Duruma Bak,Aşinayız,Son Liman,Bittim,Sana Değer,Afedersin,Bebek,Mucize,Olacak Olacak,"Evli, Mutlu, Çocuklu",Çanta,Nasip Değilmiş,Kalbimdeki İmza,Türkan,Yıkıl Karşımdan,Giderli Şarkılar,Koltuk,Rekor,İlahi Adalet,Çalkala,Pırlanta,Gölge,Ders Olsun,Ah Ulan Sevda,Damga Damga,Nazar,Hayalet,Benim Ol,Olmamış Mı ?,Dudak,Çok Çok,An,Yalan,Çok Çok,Roman,Güzelliğine,Perişanım,Nirvana,Martılar
Renklensin,Lan,Söyleme,Cehennemin Dibi,DACIA X YATIYA - Remix,Büyük Hatırın Var - Remix,Bir İmkansız Var,Yoksun,Kapalı Kapılar,Kafandan Bunu Çıkar,Ben Sana Gelemem,Yakışıklı,Gitme,Unutamıyorum,Soğumuş Çay,Yatıya,Veda,Faili Meçhul,Bir Şehri Sevmek,YAĞMURLAR,İmdadım,Kedilere Sarılarak Ölebilirim - Akustik,Bir Gün Ol Yerimde,Yansıma,Yakacak Belli,Caka Satalım,ARABA,Muamma,GÜZEL VE İDDİALI,Mucize Kalbinde,Mevzu Derin,Ne Yana,Sen ve Ben,Fark Ettim,Dünya Hevesi,Hava Kararınca,Dizine Dursun,Kehribar,İmkansız Bir Aşk Denir,Delil,Aleyhime,Beterin Beteri,Ayyaş,Sopa - Clup Remix,Gülü Sevdim Dikeni Battı,Yangın,Görmem Böylesini,Aç Gözünü,Çok Sevdik,Manolya,Tılsım,"Bundan Böyle (From ""3391 Kilometre"")",Harcandıkça,Yana Yana,Dudaklarım Yeminli,Bu Sana Son Bakışım,Bertaraf,Yapma,Mesafe,Diva Yorgun,NKBİ X YAPAMAM - Remix,Olmuşum Leyla,Yakıyorlar - Celil Yavuz Versiyon,Numaracı,Pişman Değilim,Sevmiyo,Aşktan Giderken,Bitter,Nefes,Sor,Seviyo muyuz?,Kara Kedi,Antidepresan,Aşk Olsun,Bana Sorma,Mesele Belli,Düldül,Sen Dönene Kadar,Güneşe Dokundum,Bi' Tek Ben Anlarım,Eyvah,seninle ben,Benden Bir Tane Daha Yok,Papatya,Diyardan Diyara,Girdap,Yaz Gülü,Padişahım,Aşkın Olayım,Feryat,Bu Aşk Yerde Kalmaz - Mili B Remix,Al Aramızdan,Bi Başıma,Ara,Güller Utansın,Kimseler Bulamasın Bizi,Başıma Belasın,Olur Mu,Kaptan,Bir Kereden Hiçbir Şey Olmaz
Helal Ettim,Kırk Yılda Bir Gibisin,Aşkın Olayım,Yeniden,Vicdanın Affetsin,Kül,Tebrikler,Yaş Hikayesi,Nazar,Kulüp,Giderli Şarkılar,Pırlanta,Kader,Kanunlar Gibi,Işıklı Yol,Kalbim (Slow Versiyon),Feveran,Sen Allah'ın Bir Lütfusun,Adam Gibi Adam,Saygımdan,Daha İyi,Üzülmedin mi?,Özledim,Boynun Borcu,Olacak Olacak,Ya Ya Ya Ya,Saat 03.00 - versyon 2,Mor,Cumartesi,Deli Bile,Koltuk,Mesajımı Almıştır O,Yediverenim,Dağılmak İstiyorum,Miş Miş,Seyre Dursun Aşk,E Bilemem Artık,Allah'a Emanet Ol,Yankı,Hani Bana,Yurtta Aşk Cihanda Aşk,Haberi Var Mı,İntikam,Gölge,Pes Etme,Ben Bazen,Tecrübe,şıkır şıkır - speed up,Rota,Yorum Yok,Emanet,İlk Anda,Kolay Gelsin,Sınır,Büyük Hatırın Var,İltimas,Herşeyi Yak,Budala
Seyre Dursun Aşk,Irgalamaz Beni,Büyük Hatırın Var,Kardan Adam,Bir Fırt Çek,Roman,Superman,Dua,Çapkınca,Kanunlar Gibi,Çak Bir Selam - Gurcell Style Mix,Hafıza,Tesir Altında,Ara Sıcak,Helal Ettim,Budala,Sadece Arkadaşız,Aramazsan Arama,İnsaf,Cennet,Vaziyetler,Sevgi Olsun Taştan Olsun,Soygun Var,Salla,Yurtta Aşk Cihanda Aşk,Leyla,Günah Sevap,Tutsak,Yürü Yüreğim,Asuman Pansuman,Aşkın Ateşi,Zordur Oğlum,Aşkı Bulamam Ben,Bi' Tek Ben Anlarım,Cumhuriyet,Güm Güm (feat. Onurr),Her şey Sensin,Günaydın - Remastered,Her gece,Dursun Zaman (feat. Göksel),Bir Derdim Var,Aşk Kaç Beden Giyer,Mesajımı Almıştır O,Şıkır Şıkır,Yakar Geçerim,Öpücem,Bir Hayli,Havaalanı,Kırmızı,Sözde Ayrılık,Rum Havası,Ne Kavgam Bitti Ne Sevdam,İşim Olmaz,Eline Düştüm,Kasaba,Dillere Düşeceğiz Seninle,Kafa,Acısa da Öldürmez,Bir Güzellik Yap,Okyanus,Benimki,Ders Olsun,Aslan Gibi,Günün Birinde,Şans Meleğim,Bi Seni Konuşurum,Boş Bardak,Hadi Çal,Tarihe Gömdüm,Sevişmeden Uyumayalım,Aşinayız,Baş Harfi Ben,Sana Değmez,Muhbir,Bakıcaz,Bir Taraf Seç,Yanımda Kal,Kutsal Toprak,Emrin Olur,Ben Adam Olmam,Ölürüm Hasretinle,Zalim (Ellerine Sağlık) - Remastered,Asrın Hatası,Arada Sırada,Lüzumsuz Savaş,Adını Bilen Yazsın,Afedersin,Aklım Karıştı,Her Şey Bitmedi Bitemez,Yine Sev Yine,Sevdik Sevdalandık,Ayrılsak Ölürüz Biz,Saki,Yak,Dağınık Yatak,Ayrılmam,Ben Güzelden Anlarım,Bir Gün Ol Yerimde,Sebastian,Gölge
İltimas,Yakışıklı,Yansıma,Kehribar,Güm Güm (feat. Onurr),Antidepresan,Yoksun,Pişman Değilim,...dan sonra,Düldül,Uzun Lafın Kısası,Ayyaş,Sen Dönene Kadar,Sor,Canın Sağ Olsun,Aşktan Giderken,Yana Yana,Diken Mi Gül Mü?,Seni Severdim,Imdat,Rampapapam,Haberi Var Mı,Yalan,Nefsi Müdafaa,İki Deli,Nirvana,Aşinayız,Al Sevgilim,Ver O Zaman Gömleklerimi,Bi' Tek Ben Anlarım - with Yıldız Tilbe,Bir Gün Ol Yerimde,Savaştım Harbiden,Seni Öptüğüm Sokak,Dargın,Bozulmuş Kalbim,Hasbelkader,Papatya,Mod,Olur Mu,Şehrin Yolu,Korkak (feat. Gökhan Türkmen),Aşkla Aynı Değil,Rastgele,Pusulam Rüzgar,Allah'tan Kork,Ellerin Hani?,Tükeneceğiz,İki Satır Yara,Sarılsak Mı Artık,Zaman,Yalanı Bırak,CAN,Alev Alev,Salıncak,Yara,İçime Ata Ata,Öptüm Nefesinden,Aşkın Zindanları,Gizli Aşk,Son Vapur,Şıkır Şıkır,Sevişmemiz Olay,Yağdır,Leyla,Net,Güzelliğine,Boya Gitsin - Feat. Merve Boluğur,Erken Final,Mütemadiyen,Yaz Yaz Yaz,Ruhum Esirin,Bi Başıma,Sen Sandım,Çıktın Oyundan,Yardımın Gerek,Bir Yer Bulurum,Aşk Seni Bozmaz,Özledim Seni Ben,Görmem Böylesini,Benjamins 3,Reset,Manzara,Havalı Yarim,Hadi Hoppalara,Atma,Kal (feat. Teoman),Dursun Zaman (feat. Göksel),Gir Kanıma,Çakmak Çakmak,Harika,Bana Unutmayı Anlat,Çok Sevmek Yasaklanmalı,Gün Ağarmadan,Belki,Olmuyor,Giden Günlerim Oldu,Aşk-ı Virane,Gün Ağardı,Dön Desem,Konu O Olunca
Meyhaneci,Sor,Dansöz,Mikrop,Poşet,İşim Olmaz,Gülün Rengi,Şeytan,Ayrılmam,Hadi Çal,Şımarık,Ölürüm Sana,Kuzu Kuzu,Gülümse Kaderine,Sen Başkasın,Ne Kavgam Bitti Ne Sevdam,Bir Fırt Çek,Yurtta Aşk Cihanda Aşk,Kırmızı,Aşkın Ateşi,Yalanın Batsın,Kelepçe,Maalesef,Uzun Lafın Kısası,İsyankar,Aşka Yürek Gerek,Gönlünü Gün Edeni,Aya Benzer,Gel Bana,Gidenlerden,Zehir Gibi,Cool Kadın - Mahmut Orhan Remix,Düşman mısın Aşık mı?,Aynen Öyle,Bambaşka Biri,Yakar Geçerim,Karabiberim,Ay,Gamzelim,Acele Etme,Sıfır Tolerans - Mahmut Orhan Remix,Afedersin,Hoş Gör Sen,Ben Yanmışım,Seyre Dursun Aşk,Aşk Gitti Bizden,Dudu,Ara Sıcak,Şans Meleğim,Haberi Var Mı,Korkma Kalbim (Klip Versiyon),Katmer Katmer,İnceden İnceden,Namus,Harika,Kumsalda,Uçurum,Başka Bir Şey,Bi Seni Konuşurum,İndir,Hepsi Senin Mi?,Hüp,Tükendim Ben,Bu Gece,Aşkı Bulamam Ben,Gitme,Ay Şahit,İki Melek,Canıma Minnet,Pazara Kadar,Sana Değer,Öp,Yolla,Anlasana,Acemi Balık,Aldatıldık,Sarışınım,Senden Çok Var,Çilek,Rüzgar,Aşk Kokusu,Doktor,Kandırdım,Rütbeni Bileceksin,Yaz,Mecbursun,Kalmadı,Tutamıyorum Zamanı,Gıybet,Aldırma Deli Gönlüm,Seni Yerler,Kumralım,Beni Unut,Ayrılık Zor,Kaç Kere Sever İnsan - Bensiz Olsun,Yeşil Su,Kahpe Kader,Yaparım Bilirsin,Sahici,Uzaktan
Boş Gemiler,Dinle Beni Bi',Derbeder,İstanbul Beyefendisi,Belki Üstümüzden Bir Kuş Geçer,Yıldızlara Bak,Ressamın Şarkısı,Beni Al,Bir Sinema Filmine Bilet Almışım,Misafir Bekler,Haydi Gel İçelim,Sen Olmayınca,Halledebilirdik,Dünyanın Sonuna Doğmuşum,Giderdi Hoşuma,Nehirler Durmaz,Ay Tenli Kadın,Istanbul,Sevsene Beni,Kupa Kızı Ve Sinek Valesi,Sarı Kurdeleler,Papatyalar,Ben Anlarım,Kendi Evimde Deplasmandayım,Sevdim Seni Bir Kere,Siz Bana Aldırmayın - Akustik,Kal Ki Adeta,Ona Gitme,Ben Bu Kafayla Napıcam,Kazılı Kuyum,Alışırım Gözlerimi Kapamaya,Paramparça,Koptu İpim Düşüyorum,ben ne anladım bu işten.,Hayatım Leş,Bana Bir Şarkı Söyle,Trenler,Bizden Olmaz,Keder,Hareket Vakti,Ben Sende Yandım - Mavi,Gökyüzü,Gördüm Günümü,Melankoli,Aylar Olmuş,Yaşasın Kötülük,Bikinisinde Astronomi (Bonus Trek),Uyursam Geçer Mi?,Nilüfer,Gemiler,Hayatı Yaşa,Götürün Beni,Yorma,Makyaj,Ne Güzel Güldün,Peki Madem,Değmesin Ellerimiz,Anla Hain,Ateş Edecek Misin?,Kimse Bilmez,Ölsem Yeridir,Geber,Teşekkür,Ne Farkeder,Böyle Gitme,Gündelik Düşler Fırtınası (Akustik),Korkak,Beni Sen İnandır,Anı,Ben Nası Büyük Adam Olucam,Dön Bak Dünyaya,Hele Bi Gel,Delirmiyorsan Tebrikler,İyi ki Doğdun,Sensiz Ben,Gurbet,Yaramızda Kalsın,Yaradana Yalvartma (Yol Arkadaşım 2 Film Müziği),Aşk Nerden Nereye,İyi Ve Güzel Kadınlar Hep Ağlar,Ankara'yla Bozuşuruz,Vermem Seni Ellere - Yol Arkadaşım Orijinal Film Müziği,Gül Ki Sevgilim - Akustik,Hatamı Dansa Kaldırdım,Daha Mutlu Olamam,Bir Derdim Var,Cambaz,Deli,Pembe Mezarlık,Mey,Resmini Görünce,Hep Yaşın 19,Mutluluk Reklamı,Ah Çok Güzelsin,Yazmaktan Yorulmadım Ama Bir Satır Da Haberin Olsaydı,Kaybediyorum Yeniden,Vurdum Kendimi Yola,Aşkın En Güzel Hali,Aklım Hep Firarda,Yad Eller
